internal_record_id,functional_record_id,head_individual_id,head_name,headship_type,size_total,size_adults,size_children_u5,size_school_age,size_elderly,number_of_female_members,number_of_male_members,country,region,district,ward,village,latitude,longitude,altitude,plus_code,address_line_1,address_line_2,postal_code,country_code,dwelling_type,roof_material,wall_material,floor_material,tenure_status,water_source_type,water_distance_minutes,sanitation_type,lighting_source,cooking_fuel_type,assets,programs,score_type,score_definition_id,triggered_by_cr_id,triggered_by_submission_id,computed_score,computed_at
h054,HH-0054,i0281,Brenda Moore,FEMALE_HEADED,4,3,1,0,0,1,3,kamuntu,jasiri,mapema,upendo,bimbea,11.1072,71.1294,95,11AB+11,750 Kathleen Fort,Sector 3,000281,KM,PERMANENT,TILE,BRICK,CEMENT,OWNED,PUBLIC_TAP,10,PIT_LATRINE,SOLAR,GAS,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Water Pump"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2024-10-09"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2024-07-10"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0054,,4.31,2026-04-01 10:00:54
h055,HH-0055,i0285,Ashley Timothy Leonard,FEMALE_HEADED,6,5,0,1,0,4,2,kamuntu,chakula,rafiki,nguvu,bilumo,16.8056,71.8352,216,68AB+18,603 David Ramp,Sector 7,000285,KM,SEMI_PERMANENT,TILE,STONE,CEMENT,RENTED,PIPED,10,FLUSH_TOILET,KEROSENE,ELECTRICITY,[],"[{""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2023-01-22"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2025-05-21"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0055,,4.93,2026-04-01 10:00:55
h056,HH-0056,i0291,Brittney Jon Pearson,FEMALE_HEADED,5,5,0,0,1,3,2,kamuntu,jasiri,simba,hatua,biluvi,11.5387,68.5293,167,15AB+85,68872 Hansen Orchard Suite 495,Sector 4,000291,KM,PERMANENT,THATCH,BRICK,CEMENT,OWNED,PUBLIC_TAP,35,FLUSH_TOILET,SOLAR,OTHER,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Motorcycle"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Refrigerator"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Refrigerator"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0056,,3.11,2026-04-01 10:00:56
h057,HH-0057,i0296,Angie Hill,FEMALE_HEADED,4,3,0,1,0,1,3,kamuntu,chakula,makali,mwali,biluni,16.4928,71.5427,83,64AB+15,011 Barber Points,Sector 9,000296,KM,PERMANENT,METAL_SHEET,BRICK,EARTH,RENTED,SPRING,43,SHARED,SOLAR,OTHER,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Water Pump"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0057,,1.58,2026-04-01 10:00:57
h058,HH-0058,i0300,Brandon Nunez,MALE_HEADED,3,2,1,0,0,1,2,kamuntu,chakula,mfumo,wimbo,bilozo,16.7903,65.7495,60,67AB+57,94237 Jimmy Garden Suite 333,Sector 4,000300,KM,SEMI_PERMANENT,THATCH,MUD_BRICK,CEMENT,RENTED,SPRING,35,FLUSH_TOILET,KEROSENE,ELECTRICITY,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Television"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Television"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Motorcycle"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}]","[{""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2024-03-25"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2024-02-27"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0058,,3.6,2026-04-01 10:00:58
h059,HH-0059,i0303,Ashlee Ward,FEMALE_HEADED,3,2,0,1,0,2,1,kamuntu,chakula,njia,barafu,biluho,15.4701,66.5262,119,54AB+65,84347 Diaz Parks Suite 365,Sector 7,000303,KM,PERMANENT,METAL_SHEET,BRICK,EARTH,OWNED,PIPED,35,SHARED,SOLAR,OTHER,[],[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0059,,4.76,2026-04-01 10:00:59
h060,HH-0060,i0306,David Garrison,MALE_HEADED,3,3,0,0,0,1,2,kamuntu,chakula,makali,tano,biluri,13.3005,68.2978,246,33AB+82,1203 Woods Roads,Sector 1,000306,KM,TEMPORARY,TILE,BAMBOO,EARTH,HOSTED,SPRING,25,SHARED,SOLAR,FIREWOOD,"[{""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Mobile Phone"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Television"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Radio"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0060,,4.17,2026-04-01 10:01:00
h061,HH-0061,i0309,Jennifer White,FEMALE_HEADED,3,3,0,0,1,2,1,kamuntu,kilima,karamu,hasara,biloto,12.9157,68.86,73,29AB+88,34132 Garcia Circles,Sector 4,000309,KM,SEMI_PERMANENT,METAL_SHEET,MUD_BRICK,CEMENT,RENTED,PUBLIC_TAP,16,FLUSH_TOILET,GRID,FIREWOOD,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0061,,1.74,2026-04-01 10:01:01
h062,HH-0062,i0312,Joseph Stout,MALE_HEADED,3,2,0,1,1,1,2,kamuntu,jasiri,simba,walizo,bilutu,16.8727,69.8637,200,68AB+98,5642 Smith Pike Apt. 547,Sector 7,000312,KM,PERMANENT,TILE,BRICK,TILE,OWNED,PUBLIC_TAP,10,SHARED,GRID,ELECTRICITY,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Plough"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Radio"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Motorcycle"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2024-10-18"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0062,,3.23,2026-04-01 10:01:02
h063,HH-0063,i0315,Jennifer Castaneda,FEMALE_HEADED,3,3,0,0,1,1,2,kamuntu,faraja,zawadi,kupiga,biliha,18.347,67.2953,84,83AB+72,9735 Edwin Place Apt. 214,Sector 1,000315,KM,PERMANENT,THATCH,STONE,TILE,RENTED,PIPED,30,FLUSH_TOILET,SOLAR,ELECTRICITY,[],"[{""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2025-05-03"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2025-08-10"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0063,,2.13,2026-04-01 10:01:03
h064,HH-0064,i0318,Catherine Huang,FEMALE_HEADED,3,2,0,1,0,1,2,kamuntu,jasiri,baraka,walili,bimaua,15.4445,65.497,101,54AB+54,7303 Moss Court,Sector 4,000318,KM,TEMPORARY,THATCH,BRICK,TILE,HOSTED,SPRING,6,SHARED,KEROSENE,OTHER,"[{""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Mobile Phone"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Plough"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Refrigerator"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2024-02-15"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2025-03-01"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0064,,1.13,2026-04-01 10:01:04
h065,HH-0065,i0321,Alexa Williams,FEMALE_HEADED,3,3,0,0,0,1,2,kamuntu,faraja,zawadi,kuweza,biliza,17.1844,67.1303,272,71AB+71,925 John Parks Apt. 950,Sector 7,000321,KM,TEMPORARY,THATCH,MUD_BRICK,TILE,RENTED,PIPED,40,FLUSH_TOILET,GRID,OTHER,[],"[{""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2023-12-22"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2025-03-04"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0065,,4.77,2026-04-01 10:01:05
h066,HH-0066,i0324,Thomas Casey Spencer,MALE_HEADED,3,3,0,0,2,2,1,kamuntu,chakula,njia,wingu,bilufu,17.839,67.815,68,78AB+78,4485 Smith Route,Sector 1,000324,KM,TEMPORARY,METAL_SHEET,MUD_BRICK,EARTH,RENTED,WELL,40,FLUSH_TOILET,KEROSENE,ELECTRICITY,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Motorcycle"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2024-11-22"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2025-04-18"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0066,,3.86,2026-04-01 10:01:06
h067,HH-0067,i0327,Andrew Pace,MALE_HEADED,3,3,0,0,0,1,2,kamuntu,faraja,zawadi,kuweza,bilixi,11.5857,65.6324,56,15AB+56,31731 Ashley Villages,Sector 4,000327,KM,SEMI_PERMANENT,THATCH,BAMBOO,EARTH,OWNED,SPRING,44,PIT_LATRINE,SOLAR,ELECTRICITY,"[{""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Radio"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0067,,1.69,2026-04-01 10:01:07
h068,HH-0068,i0330,James Lee,MALE_HEADED,3,3,0,0,1,1,2,kamuntu,kilima,pembe,soko,bertu,16.8108,71.8151,153,68AB+18,195 Park Meadow Apt. 228,Sector 7,000330,KM,TEMPORARY,METAL_SHEET,BAMBOO,TILE,RENTED,PIPED,34,SHARED,KEROSENE,GAS,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Water Pump"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2023-04-12"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2023-07-09"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0068,,1.19,2026-04-01 10:01:08
h069,HH-0069,i0333,Victoria Lewis,FEMALE_HEADED,3,3,0,0,2,1,2,kamuntu,chakula,mfumo,nguvu,bilubu,14.1642,66.2173,150,41AB+62,07522 Richardson Prairie,Sector 1,000333,KM,PERMANENT,METAL_SHEET,MUD_BRICK,EARTH,RENTED,WELL,45,SHARED,SOLAR,GAS,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0069,,2.51,2026-04-01 10:01:09
h070,HH-0070,i0336,Joseph Annette Flores,MALE_HEADED,3,3,0,0,1,2,1,kamuntu,chakula,njia,barafu,biluhi,16.3516,70.3206,199,63AB+03,9981 Ryan Turnpike Suite 225,Sector 4,000336,KM,PERMANENT,THATCH,MUD_BRICK,EARTH,RENTED,WELL,32,SHARED,GRID,GAS,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Plough"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Plough"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0070,,3.79,2026-04-01 10:01:10
h071,HH-0071,i0339,Randy Jackson,MALE_HEADED,3,2,0,1,0,1,2,kamuntu,chakula,mfumo,changa,bilowu,13.2669,69.2113,59,32AB+92,33521 Jodi Gardens Apt. 405,Sector 7,000339,KM,TEMPORARY,TILE,STONE,EARTH,RENTED,SPRING,12,PIT_LATRINE,GRID,ELECTRICITY,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Plough"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2023-12-16"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0071,,4.0,2026-04-01 10:01:11
h072,HH-0072,i0342,Rachel Brian Williamson,FEMALE_HEADED,3,3,0,0,0,1,2,kamuntu,jasiri,mapema,tahini,bimbez,17.7543,68.7707,282,77AB+87,64510 Dillon Run,Sector 1,000342,KM,PERMANENT,METAL_SHEET,BRICK,CEMENT,RENTED,PUBLIC_TAP,27,FLUSH_TOILET,SOLAR,GAS,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Mobile Phone"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2024-09-17"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2025-07-18"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0072,,1.12,2026-04-01 10:01:12
h073,HH-0073,i0345,Mary Miller,FEMALE_HEADED,3,3,0,0,0,1,2,kamuntu,chakula,njia,joto,biluha,14.1366,65.1277,214,41AB+51,3926 Browning Isle,Sector 4,000345,KM,TEMPORARY,METAL_SHEET,BRICK,TILE,OWNED,PIPED,8,FLUSH_TOILET,SOLAR,OTHER,[],[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0073,,3.7,2026-04-01 10:01:13
h074,HH-0074,i0348,Jonathan Jennifer Jacobs,MALE_HEADED,3,2,0,1,0,1,2,kamuntu,kilima,nyani,pika,biliki,17.3024,65.2643,166,73AB+52,33060 Clements Forges,Sector 7,000348,KM,TEMPORARY,TARPAULIN,BAMBOO,TILE,OWNED,WELL,45,PIT_LATRINE,KEROSENE,ELECTRICITY,[],"[{""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2023-12-23"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2023-08-14"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0074,,2.73,2026-04-01 10:01:14
h075,HH-0075,i0351,Kelly Foster,FEMALE_HEADED,3,1,1,1,0,2,1,kamuntu,faraja,asilani,mapicho,bedui,14.0777,70.0533,269,40AB+00,47644 Jackson Hill,Sector 1,000351,KM,TEMPORARY,TILE,BAMBOO,EARTH,RENTED,PIPED,7,SHARED,KEROSENE,CHARCOAL,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Mobile Phone"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2025-11-22"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2024-10-17"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0075,,5.0,2026-04-01 10:01:15
h076,HH-0076,i0354,Anna Mccarthy,FEMALE_HEADED,3,3,0,0,1,1,2,kamuntu,faraja,asilani,usawa,baadhi,13.0154,67.0207,138,30AB+70,86892 Pierce Cape Apt. 592,Sector 4,000354,KM,SEMI_PERMANENT,METAL_SHEET,BRICK,EARTH,OWNED,PUBLIC_TAP,35,PIT_LATRINE,SOLAR,ELECTRICITY,"[{""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Water Pump"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Refrigerator"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Television"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_NUTRITION"", ""program_start_date"": ""2023-04-10"", ""program_exit_date"": null}, {""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2023-06-04"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0076,,3.14,2026-04-01 10:01:16
h077,HH-0077,i0357,Amber Hernandez,FEMALE_HEADED,3,3,0,0,0,1,2,kamuntu,jasiri,mapema,ujinga,bimbeo,13.3611,67.4451,288,33AB+74,20994 Knapp Causeway Apt. 622,Sector 7,000357,KM,TEMPORARY,TILE,MUD_BRICK,EARTH,OWNED,SPRING,8,PIT_LATRINE,SOLAR,ELECTRICITY,"[{""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Radio"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Motorcycle"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Mobile Phone"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Motorcycle"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}]","[{""program_name"": ""PROG_HH_LIVELIHOOD"", ""program_start_date"": ""2023-02-27"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0077,,2.7,2026-04-01 10:01:17
h078,HH-0078,i0360,Lisa French,FEMALE_HEADED,3,3,0,0,0,2,1,kamuntu,faraja,zawadi,kusikia,biliwa,11.823,70.7875,116,18AB+07,99787 Morton Ridge Apt. 430,Sector 1,000360,KM,TEMPORARY,METAL_SHEET,STONE,TILE,OWNED,PUBLIC_TAP,28,PIT_LATRINE,KEROSENE,CHARCOAL,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2024-06-11"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0078,,2.18,2026-04-01 10:01:18
h079,HH-0079,i0363,Erin Morgan,FEMALE_HEADED,3,2,0,1,0,2,1,kamuntu,jasiri,baraka,walili,bimava,12.4848,67.4693,222,24AB+74,0272 Mcclain Plain Suite 760,Sector 4,000363,KM,SEMI_PERMANENT,THATCH,MUD_BRICK,EARTH,HOSTED,PUBLIC_TAP,2,FLUSH_TOILET,GRID,ELECTRICITY,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Bicycle"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""CONSUMER_DURABLE"", ""asset_category"": ""Radio"", ""quantity"": 3, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": ""{\""condition\"": \""working\""}""}, {""asset_type"": ""PRODUCTIVE"", ""asset_category"": ""Sewing Machine"", ""quantity"": 2, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]",[],POVERTY,e0000000-0000-4000-8000-000000000001,cr0079,,2.65,2026-04-01 10:01:19
h080,HH-0080,i0366,Cindy Turner,FEMALE_HEADED,3,3,0,0,1,2,1,kamuntu,kilima,pembe,upande,bigny,14.8771,71.8715,279,48AB+18,0317 Lauren Parkway,Sector 7,000366,KM,PERMANENT,THATCH,MUD_BRICK,CEMENT,HOSTED,PIPED,28,FLUSH_TOILET,SOLAR,ELECTRICITY,[],"[{""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2025-04-01"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0080,,1.66,2026-04-01 10:01:20
h081,HH-0081,i0369,Kirsten Nelson,FEMALE_HEADED,3,3,0,0,0,2,1,kamuntu,kilima,pembe,wingi,bieke,12.9314,71.9221,255,29AB+19,702 Thomas Spring Apt. 160,Sector 1,000369,KM,PERMANENT,METAL_SHEET,MUD_BRICK,TILE,OWNED,SPRING,42,PIT_LATRINE,SOLAR,CHARCOAL,"[{""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 5, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Car"", ""quantity"": 1, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}, {""asset_type"": ""VEHICLE"", ""asset_category"": ""Motorcycle"", ""quantity"": 4, ""size_value"": null, ""size_unit"": null, ""size_band"": null, ""details"": null}]","[{""program_name"": ""PROG_HH_SAFETY_NET"", ""program_start_date"": ""2023-01-09"", ""program_exit_date"": null}]",POVERTY,e0000000-0000-4000-8000-000000000001,cr0081,,2.52,2026-04-01 10:01:21
