internal_record_id,functional_record_id,household_id,first_name,middle_name,last_name,full_name,given_name,gender,birth_date,estimated_age,marital_status,phone_numbers,emails,foundational_id,foundational_id_masked,education_level,language_code,image_file,country,region,district,ward,village,latitude,longitude,altitude,plus_code,address_line_1,address_line_2,postal_code,country_code,primary_livelihood,secondary_livelihood,employment_status,coping_strategies_index,mobile_phone_type,disability_status,orphanhood_flag,chronic_illness_flag,displacement_status,pastoralist_classification,high_mobility_indicator,plw_status,plw_status_date,livestock,land,shocks,disabilities,programs
i0284,IND-0284,h054,William,,Moore,William Moore,William Moore,MALE,2025-01-23,1,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000284"", ""is_primary"": true}]",,9345142789,XXXXXX2789,,en,images/IND-0284.jpg,kamuntu,jasiri,mapema,upendo,bimbea,11.1413,71.1409,120,11AB+11,5779 Warren Dam Suite 231,Sector 6,000284,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0285,IND-0285,h055,Ashley,Timothy,Leonard,Ashley Timothy Leonard,Ashley Timothy Leonard,FEMALE,2020-01-19,6,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000285"", ""is_primary"": true}]",,6484179008,XXXXXX9008,BASIC,en,images/IND-0285.jpg,kamuntu,chakula,rafiki,nguvu,bilumo,16.8056,71.8352,216,68AB+18,603 David Ramp,Sector 7,000285,KM,,,,,,YES,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0286,IND-0286,h055,Christopher,Benjamin,Leonard,Christopher Benjamin Leonard,Christopher Benjamin Leonard,MALE,1979-03-27,47,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000286"", ""is_primary"": true}]",brianscott@example.org,7872090713,XXXXXX0713,INTERMEDIARY,en,images/IND-0286.jpg,kamuntu,chakula,rafiki,nguvu,bilumo,16.8061,71.8081,234,68AB+18,904 Jay Rest Suite 723,Sector 8,000286,KM,SERVICES,,RETIRED,2,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 9.52, ""productive_assets"": ""[\""OTHER\""]""}]","[{""shock_type"": ""DROUGHT"", ""shock_date"": ""2025-09-03"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_REDUCE_MEALS""}]",[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2023-09-07"", ""program_exit_date"": null}]"
i0287,IND-0287,h055,Sandra,Laura,Leonard,Sandra Laura Leonard,Sandra Laura Leonard,FEMALE,1992-10-14,33,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000287"", ""is_primary"": true}]",cindydixon@example.org,4504756453,XXXXXX6453,INTERMEDIARY,en,images/IND-0287.jpg,kamuntu,chakula,rafiki,nguvu,bilumo,16.7743,71.8113,225,67AB+18,9913 Cruz Coves Apt. 388,Sector 9,000287,KM,BUSINESS_TRADE,,EMPLOYED,4,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""CAMEL"", ""livestock_counts"": ""BAND_11_20""}, {""livestock_species"": ""CATTLE"", ""livestock_counts"": ""BAND_6_10""}, {""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_21_PLUS""}]","[{""land_access"": ""TRUE"", ""land_size"": 9.41, ""productive_assets"": ""[\""OTHER\"", \""PLOUGH\""]""}, {""land_access"": ""TRUE"", ""land_size"": 7.24, ""productive_assets"": ""[\""TRACTOR\"", \""PLOUGH\""]""}, {""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": ""[\""TRACTOR\"", \""PLOUGH\""]""}]",[],[],[]
i0288,IND-0288,h055,Melinda,,Leonard,Melinda Leonard,Melinda Leonard,FEMALE,1967-12-27,58,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000288"", ""is_primary"": true}]",thompsonrachel@example.net,5714169271,XXXXXX9271,CAN_READ_AND_WRITE,en,images/IND-0288.jpg,kamuntu,chakula,rafiki,nguvu,bilumo,16.7528,71.7659,256,67AB+17,811 Hopkins Rapids,Sector 1,000288,KM,GOVT_EMPLOYMENT,,UNEMPLOYED,5,NONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 1.23, ""productive_assets"": ""[\""PLOUGH\""]""}, {""land_access"": ""TRUE"", ""land_size"": 2.24, ""productive_assets"": ""[\""TRACTOR\"", \""PLOUGH\""]""}, {""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": ""[\""OTHER\"", \""PLOUGH\""]""}]",[],[],[]
i0289,IND-0289,h055,Kimberly,,Leonard,Kimberly Leonard,Kimberly Leonard,FEMALE,2005-12-26,20,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000289"", ""is_primary"": true}]",xboyd@example.org,6613888489,XXXXXX8489,INTERMEDIARY,en,images/IND-0289.jpg,kamuntu,chakula,rafiki,nguvu,bilumo,16.8188,71.7731,116,68AB+17,76599 Ronald Glens Suite 314,Sector 2,000289,KM,UNEMPLOYED,AGRICULTURE,UNEMPLOYED,0,BASIC,,,,,,,,,"[{""livestock_species"": ""GOATS"", ""livestock_counts"": ""BAND_6_10""}, {""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_21_PLUS""}, {""livestock_species"": ""CAMEL"", ""livestock_counts"": ""BAND_6_10""}]",[],"[{""shock_type"": ""ILLNESS"", ""shock_date"": ""2025-02-08"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_SEEK_AID""}, {""shock_type"": ""ILLNESS"", ""shock_date"": ""2025-03-25"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_SELL_ASSETS""}]",[],[]
i0290,IND-0290,h055,Kyle,,Leonard,Kyle Leonard,Kyle Leonard,MALE,1967-06-03,59,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000290"", ""is_primary"": true}]",,3665691647,XXXXXX1647,INTERMEDIARY,en,images/IND-0290.jpg,kamuntu,chakula,rafiki,nguvu,bilumo,16.7872,71.7595,80,67AB+17,00981 Nicholas Ford Suite 651,Sector 3,000290,KM,UNEMPLOYED,,SELF_EMPLOYED,1,NONE,,,,,,,,,[],[],[],[],[]
i0291,IND-0291,h056,Brittney,Jon,Pearson,Brittney Jon Pearson,Brittney Jon Pearson,FEMALE,1977-06-05,49,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000291"", ""is_primary"": true}]",ncunningham@example.com,6766723248,XXXXXX3248,CAN_READ_AND_WRITE,en,images/IND-0291.jpg,kamuntu,jasiri,simba,hatua,biluvi,11.5387,68.5293,167,15AB+85,68872 Hansen Orchard Suite 495,Sector 4,000291,KM,LIVESTOCK,UNEMPLOYED,EMPLOYED,6,SMARTPHONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2024-12-02"", ""program_exit_date"": null}]"
i0292,IND-0292,h056,Raymond,,Pearson,Raymond Pearson,Raymond Pearson,MALE,1997-07-12,28,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000292"", ""is_primary"": true}]",melissahopkins@example.net,1249166485,XXXXXX6485,CAN_READ_AND_WRITE,en,images/IND-0292.jpg,kamuntu,jasiri,simba,hatua,biluvi,11.4852,68.4609,248,14AB+84,2138 Hartman Unions,Sector 5,000292,KM,BUSINESS_TRADE,,SELF_EMPLOYED,1,BASIC,,,,,,,,,[],"[{""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": ""[\""TRACTOR\""]""}, {""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": ""[\""PLOUGH\""]""}, {""land_access"": ""TRUE"", ""land_size"": 8.68, ""productive_assets"": ""[\""TRACTOR\""]""}]","[{""shock_type"": ""CONFLICT"", ""shock_date"": ""2025-10-17"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_BORROW""}, {""shock_type"": ""CONFLICT"", ""shock_date"": ""2025-09-03"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_BORROW""}]",[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2025-07-12"", ""program_exit_date"": null}, {""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2025-03-10"", ""program_exit_date"": null}]"
i0293,IND-0293,h056,Krista,,Pearson,Krista Pearson,Krista Pearson,FEMALE,1977-08-09,48,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000293"", ""is_primary"": true}]",martintamara@example.org,8015775567,XXXXXX5567,HIGHER_EDUCATION,en,images/IND-0293.jpg,kamuntu,jasiri,simba,hatua,biluvi,11.4803,68.5365,148,14AB+85,79611 Walker Common,Sector 6,000293,KM,CRAFT,,EMPLOYED,6,NONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 1.46, ""productive_assets"": ""[\""OTHER\""]""}]","[{""shock_type"": ""ILLNESS"", ""shock_date"": ""2025-06-20"", ""shock_period"": ""2025-Q2"", ""coping_strategy"": ""CS_SELL_ASSETS""}, {""shock_type"": ""JOB_LOSS"", ""shock_date"": ""2025-08-04"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_REDUCE_MEALS""}]",[],[]
i0294,IND-0294,h056,Lee,,Pearson,Lee Pearson,Lee Pearson,MALE,1951-01-24,75,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000294"", ""is_primary"": true}]",,9666883770,XXXXXX3770,BASIC,en,images/IND-0294.jpg,kamuntu,jasiri,simba,hatua,biluvi,11.4404,68.5134,107,14AB+85,849 Sonya Viaduct Apt. 770,Sector 7,000294,KM,GOVT_EMPLOYMENT,,UNEMPLOYED,3,SMARTPHONE,NO,FALSE,FALSE,HOST_COMMUNITY,PASTORALIST,TRUE,NO,,[],[],"[{""shock_type"": ""JOB_LOSS"", ""shock_date"": ""2025-02-26"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_BORROW""}, {""shock_type"": ""FLOOD"", ""shock_date"": ""2025-10-01"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_BORROW""}]","[{""disability_domain"": ""SELF_CARE"", ""disability_severity"": ""A_LOT_OF_DIFFICULTY""}]",[]
i0295,IND-0295,h056,Christina,Linda,Pearson,Christina Linda Pearson,Christina Linda Pearson,FEMALE,1988-04-16,38,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000295"", ""is_primary"": true}]",james98@example.net,5491326131,XXXXXX6131,BASIC,en,images/IND-0295.jpg,kamuntu,jasiri,simba,hatua,biluvi,11.5348,68.4856,183,15AB+84,205 Diana Estate,Sector 8,000295,KM,UNEMPLOYED,,UNEMPLOYED,6,NONE,,,,,,,,,[],[],"[{""shock_type"": ""DROUGHT"", ""shock_date"": ""2025-12-21"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_REDUCE_MEALS""}]",[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2025-12-27"", ""program_exit_date"": null}, {""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2023-04-13"", ""program_exit_date"": null}]"
i0296,IND-0296,h057,Angie,,Hill,Angie Hill,Angie Hill,FEMALE,1984-09-02,41,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000296"", ""is_primary"": true}]",zgomez@example.com,2732553940,XXXXXX3940,ILLITERATE,en,images/IND-0296.jpg,kamuntu,chakula,makali,mwali,biluni,16.4928,71.5427,83,64AB+15,011 Barber Points,Sector 9,000296,KM,CRAFT,,SELF_EMPLOYED,7,SMARTPHONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],"[{""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2023-11-12"", ""program_exit_date"": null}, {""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2025-08-27"", ""program_exit_date"": null}]"
i0297,IND-0297,h057,Thomas,Sylvia,Hill,Thomas Sylvia Hill,Thomas Sylvia Hill,MALE,1979-09-02,46,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000297"", ""is_primary"": true}]",,8045125420,XXXXXX5420,ILLITERATE,en,images/IND-0297.jpg,kamuntu,chakula,makali,mwali,biluni,16.5471,71.5323,202,65AB+15,93769 Jose Lodge Apt. 818,Sector 1,000297,KM,CRAFT,LIVESTOCK,EMPLOYED,4,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 2.8, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 6.75, ""productive_assets"": ""[\""PLOUGH\"", \""OTHER\""]""}, {""land_access"": ""TRUE"", ""land_size"": 0.14, ""productive_assets"": ""[\""PLOUGH\""]""}]",[],[],[]
i0298,IND-0298,h057,Edward,Leah,Hill,Edward Leah Hill,Edward Leah Hill,MALE,2011-07-08,14,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000298"", ""is_primary"": true}]",,2633177480,XXXXXX7480,CAN_READ_AND_WRITE,en,images/IND-0298.jpg,kamuntu,chakula,makali,mwali,biluni,16.5247,71.5174,89,65AB+15,947 Hart Trail Apt. 577,Sector 2,000298,KM,,,,,,NO,TRUE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],"[{""disability_domain"": ""SELF_CARE"", ""disability_severity"": ""SOME_DIFFICULTY""}]",[]
i0299,IND-0299,h057,Steven,,Hill,Steven Hill,Steven Hill,MALE,1986-08-20,39,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000299"", ""is_primary"": true}]",,4009596757,XXXXXX6757,ILLITERATE,en,images/IND-0299.jpg,kamuntu,chakula,makali,mwali,biluni,16.5119,71.5599,180,65AB+15,41633 Gutierrez Knoll Apt. 434,Sector 3,000299,KM,LIVESTOCK,LIVESTOCK,UNEMPLOYED,7,NONE,,,,,,,,,"[{""livestock_species"": ""GOATS"", ""livestock_counts"": ""BAND_11_20""}, {""livestock_species"": ""CAMEL"", ""livestock_counts"": ""BAND_6_10""}]",[],[],[],[]
i0300,IND-0300,h058,Brandon,,Nunez,Brandon Nunez,Brandon Nunez,MALE,1984-01-17,42,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000300"", ""is_primary"": true}]",charles27@example.com,6161147047,XXXXXX7047,CAN_READ_AND_WRITE,en,images/IND-0300.jpg,kamuntu,chakula,mfumo,wimbo,bilozo,16.7903,65.7495,60,67AB+57,94237 Jimmy Garden Suite 333,Sector 4,000300,KM,SERVICES,,UNEMPLOYED,2,NONE,,,,,,,,,[],[],[],[],[]
i0301,IND-0301,h058,Sandy,,Nunez,Sandy Nunez,Sandy Nunez,FEMALE,2022-09-17,3,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000301"", ""is_primary"": true}]",,3122160665,XXXXXX0665,,en,images/IND-0301.jpg,kamuntu,chakula,mfumo,wimbo,bilozo,16.8149,65.798,69,68AB+57,11179 Kathryn Plains Apt. 759,Sector 5,000301,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],"[{""disability_domain"": ""VISION"", ""disability_severity"": ""A_LOT_OF_DIFFICULTY""}, {""disability_domain"": ""COMMUNICATION"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}]",[]
i0302,IND-0302,h058,Ethan,,Nunez,Ethan Nunez,Ethan Nunez,MALE,1991-04-02,35,DIVORCED,"[{""type"": ""mobile"", ""number"": ""+10000000302"", ""is_primary"": true}]",,6566372886,XXXXXX2886,BASIC,en,images/IND-0302.jpg,kamuntu,chakula,mfumo,wimbo,bilozo,16.7664,65.73,94,67AB+57,2846 Karen Crossroad Apt. 867,Sector 6,000302,KM,WAGE_LABOR,WAGE_LABOR,RETIRED,2,SMARTPHONE,,,,,,,,,[],[],[],[],[]
i0303,IND-0303,h059,Ashlee,,Ward,Ashlee Ward,Ashlee Ward,FEMALE,2013-10-17,12,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000303"", ""is_primary"": true}]",,1785418196,XXXXXX8196,INTERMEDIARY,en,images/IND-0303.jpg,kamuntu,chakula,njia,barafu,biluho,15.4701,66.5262,119,54AB+65,84347 Diaz Parks Suite 365,Sector 7,000303,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0304,IND-0304,h059,Holly,,Ward,Holly Ward,Holly Ward,MALE,1983-08-15,42,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000304"", ""is_primary"": true}]",iwhite@example.net,4119911995,XXXXXX1995,HIGHER_EDUCATION,en,images/IND-0304.jpg,kamuntu,chakula,njia,barafu,biluho,15.5282,66.5144,76,55AB+65,43866 Dustin Streets,Sector 8,000304,KM,LIVESTOCK,,UNEMPLOYED,7,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_6_10""}, {""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_21_PLUS""}]",[],[],[],[]
i0305,IND-0305,h059,Brittany,,Ward,Brittany Ward,Brittany Ward,FEMALE,1997-06-06,29,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000305"", ""is_primary"": true}]",,8641452462,XXXXXX2462,CAN_READ_AND_WRITE,en,images/IND-0305.jpg,kamuntu,chakula,njia,barafu,biluho,15.4911,66.5163,275,54AB+65,7288 Floyd Hills,Sector 9,000305,KM,AGRICULTURE,,EMPLOYED,7,BASIC,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 0.47, ""productive_assets"": ""[\""TRACTOR\""]""}]",[],[],"[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2024-06-28"", ""program_exit_date"": null}]"
i0306,IND-0306,h060,David,,Garrison,David Garrison,David Garrison,MALE,2000-01-28,26,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000306"", ""is_primary"": true}]",,2349641712,XXXXXX1712,HIGHER_EDUCATION,en,images/IND-0306.jpg,kamuntu,chakula,makali,tano,biluri,13.3005,68.2978,246,33AB+82,1203 Woods Roads,Sector 1,000306,KM,AGRICULTURE,WAGE_LABOR,EMPLOYED,6,BASIC,NO,FALSE,FALSE,HOST_COMMUNITY,PASTORALIST,TRUE,NO,,"[{""livestock_species"": ""GOATS"", ""livestock_counts"": ""BAND_21_PLUS""}, {""livestock_species"": ""GOATS"", ""livestock_counts"": ""BAND_21_PLUS""}, {""livestock_species"": ""CAMEL"", ""livestock_counts"": ""BAND_11_20""}]","[{""land_access"": ""TRUE"", ""land_size"": 0.24, ""productive_assets"": ""[\""OTHER\""]""}, {""land_access"": ""TRUE"", ""land_size"": 3.32, ""productive_assets"": ""[\""PLOUGH\"", \""TRACTOR\""]""}]","[{""shock_type"": ""DROUGHT"", ""shock_date"": ""2025-10-28"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_SEEK_AID""}, {""shock_type"": ""DROUGHT"", ""shock_date"": ""2025-08-21"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_SEEK_AID""}]",[],"[{""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2024-01-06"", ""program_exit_date"": null}]"
i0307,IND-0307,h060,Brent,,Garrison,Brent Garrison,Brent Garrison,FEMALE,1993-11-27,32,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000307"", ""is_primary"": true}]",michael88@example.com,3655316364,XXXXXX6364,INTERMEDIARY,en,images/IND-0307.jpg,kamuntu,chakula,makali,tano,biluri,13.2733,68.3027,173,32AB+83,61593 Tiffany Haven Suite 587,Sector 2,000307,KM,GOVT_EMPLOYMENT,LIVESTOCK,EMPLOYED,3,NONE,,,,,,,,,[],[],[],[],[]
i0308,IND-0308,h060,Raymond,,Garrison,Raymond Garrison,Raymond Garrison,MALE,1987-10-01,38,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000308"", ""is_primary"": true}]",,8940731272,XXXXXX1272,BASIC,en,images/IND-0308.jpg,kamuntu,chakula,makali,tano,biluri,13.3152,68.3169,69,33AB+83,9472 Danielle Junction,Sector 3,000308,KM,BUSINESS_TRADE,,UNEMPLOYED,7,NONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 7.55, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 3.75, ""productive_assets"": ""[\""PLOUGH\""]""}, {""land_access"": ""TRUE"", ""land_size"": 9.05, ""productive_assets"": ""[\""TRACTOR\""]""}]",[],[],[]
i0309,IND-0309,h061,Jennifer,,White,Jennifer White,Jennifer White,FEMALE,1964-09-20,61,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000309"", ""is_primary"": true}]",,2770980600,XXXXXX0600,HIGHER_EDUCATION,en,images/IND-0309.jpg,kamuntu,kilima,karamu,hasara,biloto,12.9157,68.86,73,29AB+88,34132 Garcia Circles,Sector 4,000309,KM,CRAFT,,EMPLOYED,2,SMARTPHONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],"[{""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": ""[\""OTHER\"", \""PLOUGH\""]""}]",[],[],[]
i0310,IND-0310,h061,Taylor,,White,Taylor White,Taylor White,MALE,1986-10-24,39,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000310"", ""is_primary"": true}]",,9376711497,XXXXXX1497,BASIC,en,images/IND-0310.jpg,kamuntu,kilima,karamu,hasara,biloto,12.8963,68.8654,107,28AB+88,68114 Christopher Loaf,Sector 5,000310,KM,GOVT_EMPLOYMENT,,RETIRED,5,SMARTPHONE,NO,FALSE,FALSE,HOST_COMMUNITY,PASTORALIST,TRUE,NO,,[],[],[],[],[]
i0311,IND-0311,h061,Ellen,,White,Ellen White,Ellen White,FEMALE,1991-05-06,35,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000311"", ""is_primary"": true}]",,1952396600,XXXXXX6600,HIGHER_EDUCATION,en,images/IND-0311.jpg,kamuntu,kilima,karamu,hasara,biloto,12.8941,68.943,296,28AB+89,2282 Austin Knolls Suite 778,Sector 6,000311,KM,WAGE_LABOR,UNEMPLOYED,RETIRED,0,BASIC,,,,,,,,,"[{""livestock_species"": ""CATTLE"", ""livestock_counts"": ""BAND_6_10""}, {""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_1_5""}]",[],[],[],[]
i0312,IND-0312,h062,Joseph,,Stout,Joseph Stout,Joseph Stout,MALE,1972-12-05,53,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000312"", ""is_primary"": true}]",zfernandez@example.org,2780136605,XXXXXX6605,INTERMEDIARY,en,images/IND-0312.jpg,kamuntu,jasiri,simba,walizo,bilutu,16.8727,69.8637,200,68AB+98,5642 Smith Pike Apt. 547,Sector 7,000312,KM,GOVT_EMPLOYMENT,,RETIRED,1,BASIC,NO,FALSE,TRUE,HOST_COMMUNITY,SETTLED,FALSE,NO,,"[{""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_21_PLUS""}]","[{""land_access"": ""TRUE"", ""land_size"": 8.96, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 9.78, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 4.58, ""productive_assets"": ""[\""OTHER\"", \""TRACTOR\""]""}]",[],[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2025-05-07"", ""program_exit_date"": null}]"
i0313,IND-0313,h062,Kimberly,,Stout,Kimberly Stout,Kimberly Stout,FEMALE,1959-06-25,66,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000313"", ""is_primary"": true}]",earroyo@example.com,4162014755,XXXXXX4755,HIGHER_EDUCATION,en,images/IND-0313.jpg,kamuntu,jasiri,simba,walizo,bilutu,16.8353,69.8233,199,68AB+98,4930 Lopez Points,Sector 8,000313,KM,SERVICES,UNEMPLOYED,EMPLOYED,0,NONE,NO,FALSE,FALSE,IDP,SETTLED,FALSE,NO,,[],[],[],"[{""disability_domain"": ""SELF_CARE"", ""disability_severity"": ""SOME_DIFFICULTY""}, {""disability_domain"": ""VISION"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}]","[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2023-02-21"", ""program_exit_date"": null}, {""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2025-12-24"", ""program_exit_date"": null}]"
i0314,IND-0314,h062,Jeffrey,,Stout,Jeffrey Stout,Jeffrey Stout,MALE,2018-08-08,7,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000314"", ""is_primary"": true}]",,5739728188,XXXXXX8188,HIGHER_EDUCATION,en,images/IND-0314.jpg,kamuntu,jasiri,simba,walizo,bilutu,16.8458,69.8406,132,68AB+98,3416 Zachary Union Suite 484,Sector 9,000314,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0315,IND-0315,h063,Jennifer,,Castaneda,Jennifer Castaneda,Jennifer Castaneda,FEMALE,1954-05-20,72,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000315"", ""is_primary"": true}]",derrickrodriguez@example.com,9433570024,XXXXXX0024,HIGHER_EDUCATION,en,images/IND-0315.jpg,kamuntu,faraja,zawadi,kupiga,biliha,18.347,67.2953,84,83AB+72,9735 Edwin Place Apt. 214,Sector 1,000315,KM,LIVESTOCK,GOVT_EMPLOYMENT,UNEMPLOYED,0,NONE,YES,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],"[{""land_access"": ""TRUE"", ""land_size"": 2.28, ""productive_assets"": ""[\""OTHER\""]""}, {""land_access"": ""TRUE"", ""land_size"": 3.04, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 4.64, ""productive_assets"": null}]",[],"[{""disability_domain"": ""SELF_CARE"", ""disability_severity"": ""A_LOT_OF_DIFFICULTY""}, {""disability_domain"": ""COGNITION"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}]","[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2025-01-05"", ""program_exit_date"": null}, {""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2025-11-10"", ""program_exit_date"": null}]"
i0316,IND-0316,h063,Debra,,Castaneda,Debra Castaneda,Debra Castaneda,MALE,1994-06-15,32,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000316"", ""is_primary"": true}]",,3716924538,XXXXXX4538,CAN_READ_AND_WRITE,en,images/IND-0316.jpg,kamuntu,faraja,zawadi,kupiga,biliha,18.2701,67.3124,124,82AB+73,12073 Fisher Turnpike,Sector 2,000316,KM,GOVT_EMPLOYMENT,,SELF_EMPLOYED,1,SMARTPHONE,,,,,,,,,[],[],[],[],"[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2025-06-24"", ""program_exit_date"": null}, {""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2024-02-12"", ""program_exit_date"": null}]"
